condition,eta_mV,n_families,all_families_supported,n_families_supported,common_support_min_mV,common_support_max_mV,X_V_mean,X_V_sd,X_H_mean,X_H_sd,X_T_mean,X_T_sd
KOH,10.5,5,True,5,8.316005280431742,287.7625514822272,0.4117677111932449,0.2947651021263216,0.0092225939550382,0.0043056331799439,0.5790096947515755,0.2914571205999955
KOH,11.0,5,True,5,8.316005280431742,287.7625514822272,0.414156258489351,0.2936311630706041,0.0091738385594064,0.0042613589914221,0.5766699028519451,0.2903614136211413
KOH,11.5,5,True,5,8.316005280431742,287.7625514822272,0.4165510441154874,0.2924754456346156,0.0091258964209694,0.004217660258956,0.5743230593666437,0.2892435342746304
KOH,12.0,5,True,5,8.316005280431742,287.7625514822272,0.4189517044440372,0.2912981496216999,0.0090787630690369,0.00417453577161,0.5719695323884277,0.2881036830471305
KOH,12.5,5,True,5,8.316005280431742,287.7625514822272,0.4213578660577033,0.290099487788542,0.0090324340831448,0.00413198436861,0.5696096997642508,0.2869420733456219
KOH,13.0,5,True,5,8.316005280431742,287.7625514822272,0.4237691459037407,0.2888796858963572,0.0089869050931445,0.0040900049583691,0.5672439489061931,0.2857589315147722
KOH,13.5,5,True,5,8.316005280431742,287.7625514822272,0.4261851514839598,0.2876389827298943,0.0089421717823334,0.0040485964997651,0.5648726766396717,0.2845544968862913
KOH,14.0,5,True,5,8.316005280431742,287.7625514822272,0.4286054810642925,0.2863776300943422,0.0088982298746653,0.0040077580080366,0.5624962889690721,0.2833290217593928
KOH,14.5,5,True,5,8.316005280431742,287.7625514822272,0.4310297238760752,0.2850958928122027,0.0088550751432547,0.003967488555143,0.5601152008870125,0.2820827714014705
KOH,15.0,5,True,5,8.316005280431742,287.7625514822272,0.4334574603684471,0.2837940486718495,0.0088127034120421,0.0039277872649279,0.5577298361274963,0.2808160240041887
KOH,15.5,5,True,5,8.316005280431742,287.7625514822272,0.4358882624410976,0.2824723883854054,0.008771110545358,0.0038886533129028,0.5553406269208194,0.279529070627875
KOH,16.0,5,True,5,8.316005280431742,287.7625514822272,0.43832169372644,0.281131215494007,0.008730292455028,0.0038500859188283,0.5529480137296705,0.2782222151216842
KOH,16.5,5,True,5,8.316005280431742,287.7625514822272,0.4407573098616613,0.2797708462775413,0.0086902450894598,0.0038120843526541,0.5505524449603505,0.2768957740244814
KOH,17.0,5,True,5,8.316005280431742,287.7625514822272,0.4431946587889035,0.2783916096330507,0.0086509644483644,0.0037746479266554,0.5481543766724606,0.2755500764391968
KOH,17.5,5,True,5,8.316005280431742,287.7625514822272,0.445633281075275,0.2769938469146419,0.0086124465694003,0.0037377759947963,0.545754272265242,0.274185463894757
KOH,18.0,5,True,5,8.316005280431742,287.7625514822272,0.4480727102295745,0.2755779117876785,0.0085746875327918,0.003701467956111,0.5433526021475399,0.2728022901706922
KOH,18.5,5,True,5,8.316005280431742,287.7625514822272,0.4505124730545762,0.2741441700255801,0.0085376834535355,0.0036657232345229,0.540949843402394,0.2714009211211242
KOH,19.0,5,True,5,8.316005280431742,287.7625514822272,0.4529520899996808,0.2726929993017813,0.0085014304938901,0.0036305413058831,0.5385464794208983,0.2699817344473162
KOH,19.5,5,True,5,8.316005280431742,287.7625514822272,0.4553910755221491,0.2712247889691985,0.0084659248448248,0.0035959216602321,0.5361429995476175,0.2685451194847248
KOH,20.0,5,True,5,8.316005280431742,287.7625514822272,0.4578289384817524,0.2697399397866352,0.0084311627445487,0.003561863830537,0.5337398986874797,0.2670914769336326
KOH,20.5,5,True,5,8.316005280431742,287.7625514822272,0.4602651825300508,0.268238863657972,0.0083971404629123,0.003528367368286,0.5313376769245259,0.2656212185986515
KOH,21.0,5,True,5,8.316005280431742,287.7625514822272,0.4626993065028895,0.2667219833414828,0.0083638543079133,0.0034954318548482,0.5289368391061089,0.2641347670819614
KOH,21.5,5,True,5,8.316005280431742,287.7625514822272,0.4651308048592262,0.2651897321141082,0.0083313006229434,0.0034630568860281,0.5265378944375176,0.2626325554746571
KOH,22.0,5,True,5,8.316005280431742,287.7625514822272,0.4675591680810553,0.2636425534637073,0.0082994757840903,0.003431242079333,0.524141356053287,0.2611150270217973
KOH,22.5,5,True,5,8.316005280431742,287.7625514822272,0.4699838831230485,0.2620809007134417,0.0082683762063772,0.0033999870661489,0.5217477405893289,0.2595826347704712
KOH,23.0,5,True,5,8.316005280431742,287.7625514822272,0.4724044338477395,0.2605052366637322,0.0082379983367574,0.0033692914883302,0.5193575677359452,0.2580358411960362
KOH,23.5,5,True,5,8.316005280431742,287.7625514822272,0.4748203014728336,0.2589160332003591,0.0082083386528152,0.0033391549967868,0.5169713597969139,0.2564751178160532
KOH,24.0,5,True,5,8.316005280431742,287.7625514822272,0.4772309650257988,0.2573137708912179,0.0081793936681839,0.0033095772451889,0.5145896412283579,0.2549009447841813
KOH,24.5,5,True,5,8.316005280431742,287.7625514822272,0.4796359018042206,0.2556989385650324,0.008151159929548,0.0032805578914247,0.5122129381896823,0.2533138104724716
KOH,25.0,5,True,5,8.316005280431742,287.7625514822272,0.4820345878385201,0.254072032877453,0.0081236340116363,0.0032520965893924,0.509841778073139,0.2517142110373185
KOH,25.5,5,True,5,8.316005280431742,287.7625514822272,0.4844264983563606,0.2524335578654393,0.0080968125257929,0.0032241929886317,0.5074766890440119,0.2501026499726514
KOH,26.0,5,True,5,8.316005280431742,287.7625514822272,0.486811108251567,0.2507840244894792,0.0080706921107065,0.0031968467262434,0.5051181995644471,0.2484796376463454
KOH,26.5,5,True,5,8.316005280431742,287.7625514822272,0.4891878925538551,0.2491239501607413,0.0080452694371956,0.0031700574288699,0.50276683793673,0.2468456908393609
KOH,27.0,5,True,5,8.316005280431742,287.7625514822272,0.4915563268983181,0.2474538582625936,0.0080205412083811,0.0031438247092308,0.5004231318231078,0.2452013322542507
KOH,27.5,5,True,5,8.316005280431742,287.7625514822272,0.4939158879891991,0.2457742776641068,0.007996504156038,0.00311814815491,0.4980876077855855,0.2435470900368593
KOH,28.0,5,True,5,8.316005280431742,287.7625514822272,0.496266054073935,0.2440857422196133,0.0079731550421124,0.0030930273321232,0.495760790816152,0.2418834972736203
KOH,28.5,5,True,5,8.316005280431742,287.7625514822272,0.4986063053963763,0.2423887902741931,0.0079504906595639,0.0030684617779584,0.4934432038774582,0.2402110914951464
KOH,29.0,5,True,5,8.316005280431742,287.7625514822272,0.5009361246620991,0.2406839641521223,0.0079285078332935,0.0030444510023546,0.4911353674384222,0.2385304141613738
KOH,29.5,5,True,5,8.316005280431742,287.7625514822272,0.5032549974912759,0.2389718096461337,0.0079072034149918,0.0030209944750934,0.4888377990291903,0.2368420101629541
KOH,30.0,5,True,5,8.316005280431742,287.7625514822272,0.5055624128635583,0.2372528755106224,0.0078865742883126,0.002998091630863,0.4865510127846861,0.2351464272963397
KOH,30.5,5,True,5,8.316005280431742,287.7625514822272,0.5078578635609232,0.2355277129444681,0.0078666173662866,0.0029757418607381,0.4842755190110126,0.2334442157607268
KOH,31.0,5,True,5,8.316005280431742,287.7625514822272,0.510140846600321,0.2337968750771638,0.0078473295921643,0.0029539445084779,0.482011823746492,0.2317359276344426
KOH,31.5,5,True,5,8.316005280431742,287.7625514822272,0.5124108636559016,0.2320609164623296,0.0078287079411903,0.0029326988715004,0.4797604283424738,0.2300221163716344
KOH,32.0,5,True,5,8.316005280431742,287.7625514822272,0.5146674214786706,0.2303203925600266,0.0078107494170503,0.002912004192419,0.4775218290462568,0.2283033362880295
